,lien,Energie,Kilométrage,Puissance,Mise en circulation,Boite,Date Annonce,prix,Modèle,Marque,Etat du véhicule
1446,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-14718,Diesel,165000 Km,7 CV,2011,Manuelle,27 Sept. 2017,14500,Berlingo,Citroen,Bon
1447,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-vento-14717,Diesel,44000 Km,6 CV,1994,Manuelle,27 Sept. 2017,13300,Vento,Volkswagen,Bon
1448,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-14716,Essence,270000 Km,7 CV,2005,Manuelle,27 Sept. 2017,20000,A4,Audi,Très bon
1449,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-14715,Diesel,125000 Km,6 CV,2006,Manuelle,27 Sept. 2017,17000,Berlingo,Citroen,Bon
1450,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-14714,Diesel,125000 Km,6 CV,2014,Manuelle,27 Sept. 2017,27900,Clio,Renault,Très bon
1451,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-jumper-14713,Diesel,125000 Km,7 CV,2012,Manuelle,27 Sept. 2017,22000,Jumpy,Citroen,Très bon
1452,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-14712,Essence,87000 Km,5 CV,2012,Manuelle,27 Sept. 2017,17300,Symbol,Renault,Très bon
1453,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-6-14711,Essence,125000 Km,4 CV,2007,Manuelle,27 Sept. 2017,15500,Polo 6,Volkswagen,Très bon
1454,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-passat-14710,Diesel,62000 Km,6 CV,2007,Manuelle,27 Sept. 2017,35000,Passat,Volkswagen,Très bon
1455,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-serie-3-14709,Essence,165000 Km,7 CV,2011,Manuelle,27 Sept. 2017,54000,SERIE 3 ,BMW,Très bon
1456,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-14708,Diesel,145000 Km,6 CV,2009,Manuelle,27 Sept. 2017,25400,Berlingo,Citroen,Très bon
1457,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-partner-14707,Essence,230000 Km,5 CV,2006,Manuelle,27 Sept. 2017,14000,Partner ,Peugeot,Bon
1458,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-301-14706,Essence,72000 Km,5 CV,2014,Manuelle,27 Sept. 2017,21000,301,Peugeot,Très bon
1459,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-4-14705,Essence,7000 Km,5 CV,1999,Manuelle,27 Sept. 2017,14000,Golf 4,Volkswagen,Bon
1460,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/rover-75-a-ne-pas-rater-14704,Essence,315000 Km,8 CV,05-2001,Manuelle,25 Sept. 2017,14500,75,Rover,Bon
1461,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/vends-voiture-14697,Essence,24500 Km,5 CV,02-2015,Manuelle,24 Sept. 2017,30000,301,Peugeot,Excellent
1462,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-caddy-diesel-tdi-toutes-options-14696,Diesel,215000 Km,5 CV,11-2012,Manuelle,23 Sept. 2017,21000,Caddy,Volkswagen,Excellent
1463,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-serie-318d-bva-phase-2-14695,Diesel,150000 Km,8 CV,12-2008,Automatique,23 Sept. 2017,39000,SERIE 3 ,BMW,Excellent
1464,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/seat-exeo-neuve-14690,Essence,60 Km,7 CV,06-2012,Manuelle,21 Sept. 2017,35500,Toledo,Seat,Excellent
1465,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-sorento-14688,Diesel,185000 Km,12 CV,2011,Manuelle,20 Sept. 2017,43000,Sporento,Kia,Très bon
1466,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-14687,Essence,92000 Km,5 CV,2014,Manuelle,20 Sept. 2017,29800,Clio,Renault,Très bon
1467,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-14686,Essence,92000 Km,7 CV,2013,Manuelle,20 Sept. 2017,34000,Berlingo,Citroen,Très bon
1468,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-14685,Essence,77000 Km,5 CV,2013,Manuelle,20 Sept. 2017,18000,Fiesta,Ford,Très bon
1469,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-14684,Essence,72000 Km,5 CV,2014,Manuelle,20 Sept. 2017,23000,Symbol,Renault,Très bon
1470,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-partner-14683,Diesel,320000 Km,7 CV,2005,Manuelle,20 Sept. 2017,12000,Partner ,Peugeot,Bon
1471,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-14682,Essence,115000 Km,5 CV,2011,Manuelle,20 Sept. 2017,16700,Clio,Renault,Très bon
1472,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/jeep-grand-cherokee-14681,Diesel,230000 Km,11 CV,2004,Manuelle,20 Sept. 2017,23000,Grand cherokee,Jeep,Bon
1473,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-14680,Essence,185000 Km,4 CV,2002,Manuelle,20 Sept. 2017,14300,Clio,Renault,Bon
1474,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-7-14679,Essence,135000 Km,5 CV,2010,Manuelle,20 Sept. 2017,23900,Polo 7,Volkswagen,Très bon
1475,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-14678,Diesel,135000 Km,5 CV,2011,Manuelle,20 Sept. 2017,25000,Megane,Renault,Très bon
1476,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-rio-14677,Essence,145000 Km,6 CV,2010,Manuelle,20 Sept. 2017,18500,RIO,Kia,Très bon
1477,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-2008-14676,Essence,47000 Km,5 CV,2014,Manuelle,20 Sept. 2017,38000,2008,Peugeot,Très bon
1478,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a180-amg-diesel-14674,Diesel,122000 Km,6 CV,11-2013,Automatique,20 Sept. 2017,77000,Classe A,Mercedes,Excellent
1479,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/vend-voiture-ford-fiesta-excellent-etat-visible-sur-rdv-14673,Essence,86000 Km,5 CV,09-2011,Manuelle,20 Sept. 2017,21000,Fiesta,Ford,Excellent
1480,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ml430-gpl-bonne-affaire-14669,GPL,273000 Km,21 CV,04-2000,Automatique,19 Sept. 2017,19500,ML,Mercedes,Excellent
1481,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-express-diesel-14658,Diesel,500 Km,6 CV,01-1986,Manuelle,19 Sept. 2017,4300,Express,Renault,En marche
1482,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-corsa-2014-14668,Essence,60373 Km,5 CV,07-2014,Manuelle,19 Sept. 2017,24800,Corsa,Opel,Excellent
1483,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-corsa-c-14665,Essence,157000 Km,4 CV,11-2006,Manuelle,18 Sept. 2017,11500,Corsa,Opel,Bon
1484,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-7-14662,Essence,100000 Km,5 CV,01-2013,Manuelle,18 Sept. 2017,40000,Golf 7,Volkswagen,D'origine
1485,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-sedan-14657,Essence,69500 Km,5 CV,04-2014,Manuelle,18 Sept. 2017,28000,Polo,Volkswagen,D'origine
1486,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a-vendre-une-cheverolet-aveo-modele-2010-14656,Essence,90 Km,5 CV,10-2010,Manuelle,18 Sept. 2017,16500,Aveo,Chevrolet,D'origine
1487,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c4-14655,Essence,125000 Km,6 CV,2009,Manuelle,17 Sept. 2017,19500,C4,Citroen,Très bon
1488,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-14654,Essence,155000 Km,5 CV,2009,Manuelle,17 Sept. 2017,17000,Clio,Renault,Très bon
1489,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-207-14653,Essence,135000 Km,5 CV,2009,Manuelle,17 Sept. 2017,20000,207,Peugeot,Très bon
1490,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-punto-14652,Essence,153700 Km,5 CV,2010,Manuelle,17 Sept. 2017,14000,Punto,Fiat,Très bon
1491,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/dacia-sandero-14651,Essence,67000 Km,5 CV,2014,Manuelle,17 Sept. 2017,20500,Sandero ,Dacia,Très bon
1492,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-14650,Essence,214 Km,5 CV,2006,Manuelle,17 Sept. 2017,14000,206,Peugeot,Bon
1493,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-sportage-14649,Diesel,87000 Km,7 CV,2014,Manuelle,17 Sept. 2017,61000,Sportages,Kia,Très bon
1494,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/passat-b7-unique-14646,Diesel,110000 Km,5 CV,11-2013,Manuelle,16 Sept. 2017,55000,Passat,Volkswagen,Excellent
1495,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-7-14645,Essence,63000 Km,5 CV,09-2013,Manuelle,13 Sept. 2017,44000,Golf 7,Volkswagen,Neuf
1496,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-clk-essence-9cv-14644,Essence,330000 Km,9 CV,07-1999,Manuelle,13 Sept. 2017,16000,Classe CLK,Mercedes,Très bon
1497,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/class-a-180-cdi-amg-14633,Diesel,92000 Km,5 CV,2014,Manuelle,12 Sept. 2017,68500,Classe A,Mercedes,Très bon
1498,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-saxo-14632,Essence,165000 Km,4 CV,2002,Manuelle,12 Sept. 2017,9100,Saxo,Citroen,Bon
1499,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/lancia-ypsilon-14631,Essence,125000 Km,4 CV,2013,Manuelle,12 Sept. 2017,20300,Ypsilon,Lancia,Très bon
1500,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-6-14630,Essence,175000 Km,4 CV,2008,Manuelle,12 Sept. 2017,15700,Polo 6,Volkswagen,Très bon
1501,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-14629,Essence,270000 Km,5 CV,2005,Manuelle,12 Sept. 2017,12800,Clio,Renault,Bon
1502,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-307-14628,Essence,135000 Km,5 CV,2007,Manuelle,12 Sept. 2017,20000,307,Peugeot,Très bon
1503,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mini-one-14627,Essence,135000 Km,5 CV,2010,Manuelle,12 Sept. 2017,26000,One,Mini,Très bon
1504,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-punto-14626,Essence,7000 Km,4 CV,2014,Manuelle,12 Sept. 2017,19200,Punto,Fiat,Très bon
1505,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-14625,Essence,195000 Km,7 CV,2000,Manuelle,12 Sept. 2017,11500,Megane,Renault,Très bon
1506,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-grande-punto-14624,Essence,125000 Km,4 CV,2014,Manuelle,12 Sept. 2017,22500,Grande Punto ,Fiat,Très bon
1507,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-plus-14623,Essence,125000 Km,4 CV,2012,Manuelle,12 Sept. 2017,17800,206 plus,Peugeot,Très bon
1508,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c5-14622,Essence,175000 Km,,2009,Manuelle,12 Sept. 2017,26000,C5,Citroen,Très bon
1509,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-14621,Essence,145000 Km,5 CV,2012,Manuelle,12 Sept. 2017,14500,Clio,Renault,Très bon
1510,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-500-14620,Essence,105000 Km,4 CV,2009,Manuelle,12 Sept. 2017,22500,500,Fiat,Très bon
1511,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-6-14619,Essence,125000 Km,7 CV,2010,Manuelle,12 Sept. 2017,32000,Golf 6,Volkswagen,Très bon
1512,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-14618,Diesel,195000 Km,7 CV,2009,Manuelle,12 Sept. 2017,21800,Berlingo,Citroen,Très bon
1513,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nissan-navara-14617,Diesel,72000 Km,10 CV,2013,Manuelle,12 Sept. 2017,57000,Navara,Nissan,Très bon
1514,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c3-14616,Essence,105000 Km,4 CV,2006,Manuelle,12 Sept. 2017,14800,C3,Citroen,Très bon
1515,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-14615,Diesel,175000 Km,6 CV,2007,Manuelle,12 Sept. 2017,14000,Megane,Renault,Très bon
1516,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-sportage-14614,Essence,62000 Km,11 CV,2014,Automatique,12 Sept. 2017,59500,Sportages,Kia,Très bon
1517,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-sportage-14613,Diesel,14000 Km,,2014,Manuelle,12 Sept. 2017,61000,Sportages,Kia,Excellent
1518,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-benz-classe-cls-14612,Essence,145000 Km,22 CV,2007,Manuelle,12 Sept. 2017,65000,Classe CIS,Mercedes,Très bon
1519,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-panda-14611,Essence,82000 Km,5 CV,2010,Manuelle,12 Sept. 2017,16000,Panda,Fiat,Très bon
1520,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-jumper-14610,Diesel,270000 Km,7 CV,2012,Manuelle,12 Sept. 2017,31500,Jumper,Citroen,Très bon
1521,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-14609,Diesel,4000 Km,4 CV,2010,Manuelle,12 Sept. 2017,12900,206,Peugeot,Très bon
1522,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/partner-b9-importer-toute-option-pour-24000dt-14607,Diesel,96000 Km,6 CV,07-2013,Manuelle,12 Sept. 2017,24000,Partner ,Peugeot,Excellent
1523,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-20-tdi-14606,Diesel,179900 Km,29 CV,02-2005,Manuelle,12 Sept. 2017,48000,A4,Audi,En marche
1524,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-fluence-dci-toutes-options-14600,Diesel,150000 Km,6 CV,07-2011,Manuelle,10 Sept. 2017,28500,Fluence,Renault,Très bon
1525,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-classe-b-boite-auto-14586,Diesel,220000 Km,7 CV,08-2008,Manuelle,9 Sept. 2017,27500,Classe B,Mercedes,Excellent
1526,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-escort-14582,Essence,500000 Km,4 CV,08-1983,Automatique,9 Sept. 2017,5200,Escort,Ford,Excellent
1527,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-expert-serie-200-mazel-ki-ja-men-fransa-14575,Diesel,130000 Km,7 CV,09-2013,Manuelle,7 Sept. 2017,30000,Expert,Peugeot,Excellent
1528,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-x1-sdriver-18-tres-propre-14576,Essence,140000 Km,9 CV,01-2011,Automatique,7 Sept. 2017,50000,X1,BMW,Excellent
1529,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a3-s-line-essence-tres-propre-14577,Essence,170000 Km,6 CV,10-2011,Manuelle,7 Sept. 2017,34000,A3,Audi,Excellent
1530,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-benz-c-180-14578,Diesel,125000 Km,9 CV,2013,Manuelle,7 Sept. 2017,52000,Classe C,Mercedes,Neuf
1531,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-20-tdi-150ch-ultra-sport-14566,Diesel,11000 Km,9 CV,2014,Automatique,6 Sept. 2017,83000,A4,Audi,D'origine
1532,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-v6-tdi-245ch-sline-quattro-stronic-14567,Diesel,90756 Km,10 CV,2014,Automatique,6 Sept. 2017,65000,A4,Audi,Neuf
1533,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-20-tdi-150ch-dpf-ambition-luxe-multitronic-14568,Diesel,61200 Km,8 CV,2014,Automatique,6 Sept. 2017,72000,A4,Audi,Neuf
1534,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mazda-cx7-annee-2010-15cv-14559,Essence,180 Km,16 CV,03-2010,Automatique,5 Sept. 2017,43000,CX - 7,Mazda,Très bon
1535,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mitsubishi-14554,Diesel,200000 Km,10 CV,10-1990,Automatique,1 Sept. 2017,13000,Pajero,Mitsubishi,Très bon
1536,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nissan-qashqai-nouveau-14548,Diesel,98000 Km,6 CV,07-2014,Manuelle,28 Août 2017,57000,Qashqai,Nissan,Excellent
1537,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/passat-b7-unique-14547,Diesel,112000 Km,5 CV,12-2013,Manuelle,28 Août 2017,55000,Passat,Volkswagen,Excellent
1538,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/megane-2-coupe-2eme-phase-diesel-tbe-14546,Diesel,93000 Km,5 CV,06-2007,Manuelle,28 Août 2017,16800,Megane 2,Renault,Très bon
1539,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/megane-importee-2eme-main-phase-2-14543,Diesel,155000 Km,5 CV,05-2007,Manuelle,27 Août 2017,19500,Megane 2,Renault,Excellent
1540,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/megane-essence-14505,Essence,165000 Km,6 CV,08-2006,Manuelle,25 Août 2017,17500,Megane,Renault,Excellent
1541,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ls-460l-importe-neuf-2011-14504,Essence,114099 Km,8 CV,01-2011,Automatique,25 Août 2017,41000,LS ,Lexus,Neuf
1542,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-astra-g-essence-14503,Essence,360000 Km,5 CV,08-2001,Manuelle,25 Août 2017,12500,Astra,Opel,Bon
1543,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/megane-importee-2eme-main-phase-2-14539,Diesel,155000 Km,5 CV,05-2007,Manuelle,25 Août 2017,19500,Megane,Renault,Excellent
1544,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mini-one-14502,Essence,125000 Km,6 CV,2006,Manuelle,23 Août 2017,24500,One,Mini,Très bon
1545,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-ds4-14501,Diesel,135000 Km,6 CV,2013,Manuelle,23 Août 2017,39000,DS4,Citroen,Très bon
1546,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-14500,Essence,62000 Km,5 CV,2015,Manuelle,23 Août 2017,25200,Symbol,Renault,Très bon
1547,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-6-14499,Diesel,125000 Km,5 CV,2010,Manuelle,23 Août 2017,33000,Golf 6,Volkswagen,Très bon
1548,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-14498,Essence,133 Km,5 CV,2006,Manuelle,23 Août 2017,13000,Clio,Renault,Très bon
1549,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-500-14497,Essence,47000 Km,4 CV,2014,Manuelle,23 Août 2017,30500,500,Fiat,Très bon
1550,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-14495,Diesel,155000 Km,5 CV,2010,Manuelle,22 Août 2017,26000,Megane,Renault,Très bon
1551,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-14494,Essence,125000 Km,4 CV,2009,Manuelle,22 Août 2017,15800,206,Peugeot,Très bon
1552,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-benz-classe-c220-14493,Diesel,89652 Km,8 CV,01-2016,Automatique,22 Août 2017,85000,Classe C,Mercedes,Neuf
1553,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c-elysee-14492,Essence,135000 Km,5 CV,2014,Manuelle,21 Août 2017,23000,C Elysée,Citroen,Très bon
1554,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-astra-14491,Diesel,175000 Km,5 CV,1998,Manuelle,21 Août 2017,11500,Astra,Opel,Bon
1555,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-ds5-14490,Diesel,92000 Km,6 CV,2013,Manuelle,21 Août 2017,45500,DS5,Citroen,Très bon
1556,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-301-14489,Essence,32000 Km,5 CV,2013,Manuelle,21 Août 2017,26500,301,Peugeot,Très bon
1557,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-14488,Diesel,320000 Km,7 CV,2004,Manuelle,21 Août 2017,10000,Berlingo,Citroen,Bon
1558,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-14487,Essence,165000 Km,6 CV,2006,Manuelle,21 Août 2017,17500,Megane,Renault,Très bon
1559,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-14486,Diesel,77000 Km,6 CV,2015,Manuelle,21 Août 2017,27500,Berlingo,Citroen,Très bon
1560,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/voiteur-14479,Diesel,40 Km,5 CV,2013,Manuelle,21 Août 2017,55000,Golf 7,Volkswagen,Excellent
1561,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-astra-essence-14481,Essence,260000 Km,5 CV,08-2001,Manuelle,21 Août 2017,13000,Astra,Opel,Bon
1562,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/seat-leon-14483,Essence,65000 Km,6 CV,2014,Automatique,21 Août 2017,44000,Leon,Seat,Excellent
1563,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mazda-2-skyactiv-14484,Essence,75000 Km,6 CV,12-2015,Manuelle,21 Août 2017,36500,Mazda2,Mazda,Excellent
1564,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-passat-14478,Diesel,135000 Km,5 CV,2012,Manuelle,20 Août 2017,38900,Passat,Volkswagen,Très bon
1565,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-caddy-14477,Diesel,125000 Km,5 CV,2012,Manuelle,20 Août 2017,21000,Caddy,Volkswagen,Très bon
1566,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-7-14476,Essence,145000 Km,5 CV,2010,Manuelle,20 Août 2017,20600,Polo 7,Volkswagen,Très bon
1567,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/seat-leon-12-tsi-toutes-options-14472,Essence,62000 Km,5 CV,05-2014,Automatique,19 Août 2017,45000,Leon,Seat,Excellent
1568,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-sorento-22l-diesel-14474,Diesel,120000 Km,12 CV,07-2015,Automatique,19 Août 2017,100000,Sporento,Kia,Neuf
1569,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/voiture-14475,Essence,65000 Km,6 CV,2014,Automatique,19 Août 2017,45000,Leon,Seat,Excellent
1570,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mazda-cx7-14470,Essence,67 Km,15 CV,2011,Automatique,18 Août 2017,40000,CX - 7,Mazda,Très bon
1571,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-14469,Essence,135000 Km,6 CV,2007,Manuelle,18 Août 2017,18000,Megane,Renault,Très bon
1572,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-rio-14468,Essence,125000 Km,6 CV,2011,Manuelle,18 Août 2017,16200,RIO,Kia,Très bon
1573,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-5-14467,Diesel,230000 Km,8 CV,2004,Manuelle,18 Août 2017,28500,Golf 5,Volkswagen,Très bon
1574,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-508-14466,Diesel,175000 Km,6 CV,2011,Manuelle,17 Août 2017,33000,508,Peugeot,Très bon
1575,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-astra-14465,Essence,230000 Km,5 CV,2001,Manuelle,17 Août 2017,13100,Astra,Opel,Bon
1576,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-6-14464,Essence,155000 Km,5 CV,2007,Manuelle,17 Août 2017,16800,Polo 6,Volkswagen,Très bon
1577,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-6-14463,Essence,155000 Km,5 CV,2011,Manuelle,17 Août 2017,32500,Golf 6,Volkswagen,Très bon
1578,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nissan-qashqai-14462,Diesel,125000 Km,6 CV,2014,Manuelle,17 Août 2017,56000,Qashqai,Nissan,Très bon
1579,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/une-belle-mini-cooper-14461,Essence,92000 Km,5 CV,01-2010,Manuelle,17 Août 2017,34000,One,Mini,Excellent
1580,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-cerato-coupe-14456,Essence,128 Km,7 CV,2010,Manuelle,16 Août 2017,27000,Cerato,Kia,Excellent
1581,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-grande-punto-14455,Essence,125000 Km,5 CV,2010,Manuelle,16 Août 2017,18800,Grande Punto ,Fiat,Très bon
1582,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nissan-qashqai-nouveau-14453,Diesel,98000 Km,5 CV,10-2014,Manuelle,16 Août 2017,58000,Qashqai,Nissan,Excellent
1583,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/passat-b8-allemande-14452,Essence,15000 Km,7 CV,01-2016,Manuelle,16 Août 2017,68000,Passat,Volkswagen,Excellent
1584,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/passat-b7-unique-14451,Diesel,100000 Km,5 CV,12-2013,Manuelle,16 Août 2017,55000,Passat,Volkswagen,Excellent
1585,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-partner-14450,Diesel,230000 Km,7 CV,2008,Manuelle,15 Août 2017,12000,Partner ,Peugeot,Bon
1586,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a180-kit-amg-14448,Essence,27000 Km,6 CV,2014,Manuelle,15 Août 2017,82500,Classe A,Mercedes,Excellent
1587,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-7-14447,Essence,27000 Km,5 CV,2013,Manuelle,15 Août 2017,53500,Golf 7,Volkswagen,Très bon
1588,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c4-14446,Diesel,77000 Km,5 CV,2015,Manuelle,15 Août 2017,34800,C4,Citroen,Très bon
1589,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-14445,Essence,42000 Km,5 CV,2015,Manuelle,15 Août 2017,26300,Symbol,Renault,Très bon
