,lien,Energie,Kilométrage,Puissance,Mise en circulation,Année,Date Annonce,Mois,saison,Boite,Region,Modèle,Marque,carrosserie,prix
700,www.affare.tn,Essence,80.000,5.0,2013-11-19,2013.0,19/09/21,9.0,automne,Manuelle,Sfax, voiture,,,34.0
701,www.affare.tn,Diesel,115500,5.0,2018-04-16,2018.0,19/09/21,9.0,automne,Manuelle,Medenine, peugeot,Peugeot,,26200.0
702,www.affare.tn,Essence,184100,6.0,2008-05-21,2008.0,19/09/21,9.0,automne,Manuelle,Manouba, peugeot,Peugeot,,19150.0
703,www.affare.tn,Essence,80000,5.0,2015-12-19,2015.0,19/09/21,9.0,automne,Manuelle,Sousse, voiture,,,50000.0
704,www.affare.tn,Essence,5 ,,,2009.0,,,,,, a,,,
705,www.affare.tn,Essence,180000,6.0,2010-01-21,2010.0,19/09/21,9.0,automne,Manuelle,Nabeul, kia,Kia,,22000.0
706,www.affare.tn,Essence,144000,5.0,2010-05-27,2010.0,19/09/21,9.0,automne,Manuelle,Monastir, renault,Renault,,23500.0
707,www.affare.tn,Essence,350,5.0,2003-10-14,2003.0,,,,Manuelle,Kairouan, polo,Volkswagen,,
708,www.affare.tn,Essence,177000,,2000-09-04,2000.0,18/09/21,9.0,automne,Manuelle,Manouba, polo,Volkswagen,,12.0
709,www.affare.tn,Essence,250000,5.0,2009-03-18,2009.0,18/09/21,9.0,automne,Manuelle,Ben arous, fiat,Fiat,,15000.0
710,www.affare.tn,Essence,230,5.0,Boîte 5,2005.0,,,,,Kasserine, opel,Opel,,
711,www.affare.tn,Essence,180000,6.0,2014-07-07,2014.0,17/09/21,9.0,automne,Manuelle,Nabeul, toyota,Toyota,,27000.0
712,www.affare.tn,Essence,187000,5.0,2005-04-15,2005.0,17/09/21,9.0,automne,Manuelle,Mahdia, 206,Peugeot,,1234.0
713,www.affare.tn,Diesel,200000,9.0,2013-11-30,2013.0,17/09/21,9.0,automne,Automatique,Ariana, cla,,,95000.0
714,www.affare.tn,Essence,245000,6.0,1998-01-14,1998.0,17/09/21,9.0,automne,Manuelle,Tunis, opel,Opel,,11000.0
715,www.affare.tn,Diesel,220000,6.0,2008-12-30,2008.0,16/09/21,9.0,automne,Manuelle,Ariana, vw,,,28500.0
716,www.affare.tn,Essence,26500,,2019-09-16,2019.0,16/09/21,9.0,automne,Manuelle,Tunis, a,,,33500.0
717,www.affare.tn,Essence,146000,7.0,Boîte 6,2012.0,,,,,Sousse, mini,Mini Cooper,,
718,www.affare.tn,Diesel,10 ,,,1996.0,,,,,, camion,,,
719,www.affare.tn,Diesel,250000,7.0,2002-08-06,2002.0,15/09/21,9.0,automne,Manuelle,Sfax, mercedes,Mercedes,,22000.0
720,www.affare.tn,Essence,51000,4.0,2014-06-06,2014.0,15/09/21,9.0,automne,Manuelle,Tunis, lancia,,,32000.0
721,www.affare.tn,Essence,85000,5.0,2016-08-03,2016.0,15/09/21,9.0,automne,Manuelle,Ariana, hyundai,Hyundai,,30500.0
722,www.affare.tn,Diesel,20000,,2021-01-01,2020.0,15/09/21,9.0,automne,Manuelle,Sousse, camion,,,18000.0
723,www.affare.tn,Diesel,200,6.0,2010-09-14,2010.0,15/09/21,9.0,automne,Manuelle,Tunis, c5,Citroen,,28000.0
724,www.affare.tn,Essence,9000,5.0,2020-01-01,2020.0,14/09/21,9.0,automne,Manuelle,Tunis, suzuki,Suzuki,,40700.0
725,www.affare.tn,Diesel,206000,9.0,2004-05-06,2004.0,14/09/21,9.0,automne,Automatique,Sousse, c220,,,30.0
726,www.affare.tn,Diesel,94000,6.0,2010-04-24,2010.0,14/09/21,9.0,automne,Manuelle,Ariana, audi,Audi,,50000.0
727,www.affare.tn,Essence,98000,7.0,2006-02-01,2006.0,14/09/21,9.0,automne,Manuelle,Ariana, vente,,,38000.0
728,www.affare.tn,Essence,213,,2004-01-01,2004.0,14/09/21,9.0,automne,Manuelle,Sousse, polo,Volkswagen,,16500.0
729,www.affare.tn,Essence,60000,8.0,2018-11-11,2018.0,14/09/21,9.0,automne,Manuelle,Ariana, vends,DS,,60000.0
730,www.affare.tn,Essence,7 ,,,2000.0,,,,,, vente,,,
731,www.affare.tn,Essence,70000,4.0,2019-07-23,2019.0,13/09/21,9.0,automne,Automatique,Tunis, hyundai,Hyundai,,34000.0
732,www.affare.tn,Essence,163.000,,2015-09-16,2015.0,13/09/21,9.0,automne,Manuelle,Nabeul, citroen,Citroen,,24.0
733,www.affare.tn,Essence,160000,6.0,2010-07-15,2010.0,13/09/21,9.0,automne,Manuelle,Tunis, peujeot,,,25000.0
734,www.affare.tn,Essence,49000,5.0,2019-04-28,2019.0,13/09/21,9.0,automne,Manuelle,Monastir, hanyday,,,49000.0
735,www.affare.tn,Essence,200,5.0,2021-09-12,2008.0,13/09/21,9.0,automne,Manuelle,Ariana, dame,,,19500.0
736,www.affare.tn,Diesel,360000,8.0,2003-04-14,2003.0,09/12/21,9.0,automne,Manuelle,Tunis, bmw,BMW,,31000.0
737,www.affare.tn,Essence,90000,,2014-05-12,2014.0,09/12/21,9.0,automne,Manuelle,Ben arous, renault,Renault,,32000.0
738,www.affare.tn,Essence,200,7.0,2014-01-01,2014.0,09/12/21,9.0,automne,Automatique,Ariana, mercedes,Mercedes,,49000.0
739,www.affare.tn,Essence,100,6.0,2016-09-12,2016.0,09/12/21,9.0,automne,Manuelle,Beja, ford,Ford,,46500.0
740,www.affare.tn,Diesel,166,5.0,2012-09-12,2012.0,09/12/21,9.0,automne,Manuelle,Beja, passat,Volkswagen,,46000.0
741,www.affare.tn,Essence,190000,5.0,2008-12-30,2008.0,09/12/21,9.0,automne,Manuelle,Ariana, mini,Mini Cooper,,26000.0
742,www.affare.tn,Essence,130000,6.0,2014-05-21,2014.0,09/12/21,9.0,automne,Automatique,Tunis, golf,Volkswagen,,55000.0
743,www.affare.tn,Essence,130000,6.0,2014-05-21,2014.0,09/12/21,9.0,automne,Automatique,Tunis, golf,Volkswagen,,55000.0
744,www.affare.tn,Essence,193,4.0,Boîte 5,2012.0,09/12/21,9.0,automne,,Manouba, fiat,Fiat,,27.0
745,www.affare.tn,Diesel,265,7.0,2021-09-11,2007.0,09/11/21,9.0,automne,Manuelle,Nabeul, partner,Peugeot,,14000.0
746,www.affare.tn,Essence,147000,5.0,2006-09-25,2006.0,09/11/21,9.0,automne,Manuelle,Ben arous, a,,,18700.0
747,www.affare.tn,Essence,75000,6.0,2016-06-30,2016.0,09/11/21,9.0,automne,Manuelle,Bizerte, renault,Renault,,47900.0
748,www.affare.tn,Essence,244000,5.0,2021-04-20,2010.0,09/10/21,9.0,automne,Manuelle,Ben arous, kia,Kia,,21500.0
749,www.affare.tn,Diesel,265000,7.0,2012-10-10,2012.0,09/10/21,9.0,automne,Manuelle,Nabeul, hyndai,,,48500.0
750,www.affare.tn,Essence,,,a vendre Chevrolet aveo 1er /5/ en bonne état,,,,,,Gabes, a,,,
751,www.affare.tn,Essence,460000,4.0,1993-04-01,1993.0,09/09/21,9.0,automne,Manuelle,Tunis, fiat,Fiat,,3500.0
752,www.affare.tn,Essence,5.000,8.0,2021-09-09,2019.0,09/09/21,9.0,automne,Automatique,Sousse, bmw,BMW,,180000.0
753,www.affare.tn,Essence,76000,,,2016.0,,,,,, voiture,,,
754,www.affare.tn,Diesel,147000,1.6,Boîte 6,2015.0,09/09/21,9.0,automne,,Tunis, nissan,Nissan,,61000.0
755,www.affare.tn,Diesel,300000,,,2005.0,,,,,, ford,Ford,,
756,www.affare.tn,Essence,24300,6.0,2020-01-23,2020.0,09/09/21,9.0,automne,Manuelle,Sfax, vente,,,47.0
757,www.affare.tn,Essence,184.000,7.0,2009-10-11,2009.0,09/09/21,9.0,automne,Manuelle,Ariana, avendre,,,35.0
758,www.affare.tn,Essence,71000,4.0,2021-09-09,2018.0,09/09/21,9.0,automne,Manuelle,Tunis, premiere,,,11.0
759,www.affare.tn,Essence,99000,6.0,2016-04-25,2016.0,09/09/21,9.0,automne,Manuelle,Tunis, medecin,,,45900.0
760,www.affare.tn,Essence,67000,4.0,2016-01-08,2016.0,09/08/21,9.0,automne,Manuelle,Tunis, vente,,,34000.0
761,www.affare.tn,Essence,144000,5.0,2014-01-28,2014.0,09/08/21,9.0,automne,Manuelle,Sfax, bonne,,,250000.0
762,www.affare.tn,Diesel,64000,5.0,2016-12-30,2016.0,09/08/21,9.0,automne,Manuelle,Ben arous, berlingo,,,53000.0
763,www.affare.tn,Diesel,180000,6.0,2015-06-16,2015.0,,,,Manuelle,Sousse, belle,,,
764,www.affare.tn,Essence,153000,5.0,2006-06-04,2007.0,09/07/21,9.0,automne,Manuelle,Tunis, polo,Volkswagen,,19000.0
765,www.affare.tn,Essence,290000,5.0,2007-11-07,2007.0,09/07/21,9.0,automne,Manuelle,Nabeul, ford,Ford,,18200.0
766,www.affare.tn,Diesel,200.000,6.0,Boîte 5,2003.0,09/07/21,9.0,automne,,Tunis, volkswagen,Volkswagen,,20.0
767,www.affare.tn,Essence,147000,5.0,2006-09-25,2006.0,09/07/21,9.0,automne,Manuelle,Ben arous, a,,,18700.0
768,www.affare.tn,Essence,27800,,2017-12-07,2017.0,09/07/21,9.0,automne,Manuelle,Tunis, honda,,,33000.0
769,www.affare.tn,Essence,200,5.0,Boîte 5,2010.0,09/07/21,9.0,automne,,Ben arous, ford,Ford,,24700.0
770,www.affare.tn,Essence,124000,5.0,2021-09-07,2014.0,09/07/21,9.0,automne,Manuelle,Ben arous, ford,Ford,,23500.0
771,www.affare.tn,Essence,5 ,,,1991.0,,,,,, polo,Volkswagen,,
772,www.affare.tn,Essence,124000,5.0,2021-08-16,2014.0,09/07/21,9.0,automne,Manuelle,Ben arous, ford,Ford,,23500.0
773,www.affare.tn,Diesel,171000,5.0,2017-11-05,2017.0,09/07/21,9.0,automne,Manuelle,Tunis, voiture,,,27500.0
774,www.affare.tn,Diesel,98500,9.0,2019-10-24,2008.0,09/07/21,9.0,automne,Automatique,Tunis, bmw,BMW,,41000.0
775,www.affare.tn,Diesel,124509,5.0,2015-07-27,2015.0,09/06/21,9.0,automne,Manuelle,Medenine, caddy2015,Volkswagen,,35000.0
776,www.affare.tn,Diesel,144000,6.0,2015-02-06,2015.0,09/06/21,9.0,automne,Manuelle,Ariana, a,,,78000.0
